stationId,stationName,stationLongitude,stationLatitude,parkingQRBikeCnt,parkingELECBikeCnt,total,goo,dong
ST-2857,3757. 신방화역 6번출구,126.8168411,37.56692886,6,2,8,강서구,방화1동
ST-2858,3758. 서울남부출입국관리소,126.8208466,37.56059265,2,1,3,강서구,공항동
ST-2569,3759. 이대서울병원,126.8355942,37.5586319,12,0,12,강서구,발산1동
ST-2538,3760. 발산역 8번 출구,126.8367615,37.55846024,15,0,15,강서구,발산1동
ST-2478,3761. 나이아가라관광호텔,126.8783646,37.5490303,5,4,9,강서구,염창동
ST-2831,3762. 마곡9단지 907동앞,126.8191834,37.5606842,24,0,24,강서구,공항동
ST-2479,3763. 등촌태영아파트,126.864296,37.55603027,14,0,14,강서구,염창동
ST-2613,3764. 관문주유소(GS칼택스) 앞,126.841835,37.55802917,0,0,0,강서구,우장산동
ST-2480,3765. 문소빌딩,126.8444977,37.54555511,1,0,1,강서구,우장산동
ST-2539,3766. 강서문화센터,126.8437805,37.54457855,5,0,5,강서구,우장산동
ST-2481,3767. 대원빌딩,126.8447037,37.54536819,8,0,8,강서구,화곡본동
ST-2550,3769. 증미역 2번출구,126.8631439,37.55713272,9,0,9,강서구,가양3동
ST-2752,3770. 남부순환로 205,126.8214111,37.54739761,1,0,1,강서구,발산1동
ST-2482,3772. 길성그랑프리텔아파트,126.8165054,37.5692482,2,1,3,강서구,방화1동
ST-2789,3774. 마곡9단지 910동 상가앞,126.8167954,37.56108475,4,0,4,강서구,공항동
ST-2483,3775. 가양오토갤러리,126.844307,37.56644058,21,2,23,강서구,가양1동
ST-2484,3776. 김포공항교차로,126.8051834,37.5675354,5,0,5,강서구,방화2동
ST-2486,3778. 김포공항입구 교차로,126.80793,37.56179428,20,0,20,강서구,공항동
ST-2487,3780. 등촌서광아파트,126.8562546,37.55755234,2,0,2,강서구,등촌1동
ST-2488,3781. 강서아동복지센터,126.8109207,37.58458328,10,0,10,강서구,방화3동
ST-2489,3782. 겸재정선미술관,126.8377762,37.57128906,1,0,1,강서구,가양1동
ST-2490,3783. 마곡금호어울림아파트,126.8371124,37.57410049,1,0,1,강서구,가양1동
ST-2491,3784. 벽산아파트,126.8366699,37.57531738,4,0,4,강서구,가양1동
ST-2832,3785. 마곡14단지 1408동앞,126.8233261,37.55737305,2,0,2,강서구,공항동
ST-2558,3786. 강서힐스테이트 상가 앞,126.8365784,37.54663849,2,0,2,강서구,우장산동
ST-2492,3787. 가양나들목,126.8434753,37.57386398,6,0,6,강서구,가양1동
ST-2551,3792. 화곡본동시장 입구,126.843689,37.54382706,1,0,1,강서구,화곡본동
ST-2552,3793. 더리브골드타워,126.8462448,37.56557083,15,0,15,강서구,가양1동
ST-2553,3794. 안양천합수부(현대3차아파트),126.8764877,37.55224609,2,0,2,강서구,염창동
ST-2555,3796. 송정역 3번출구 앞,126.8135452,37.56087875,6,1,7,강서구,공항동
ST-2556,3797. 마곡수명산파크7단지 710동 앞,126.8207626,37.54857254,3,1,4,강서구,발산1동
ST-2557,3798. 그랜드아이파크아파트 앞,126.8515472,37.55510712,1,0,1,강서구,화곡6동
ST-2627,3799. 국립항공박물관,126.8092651,37.55688477,17,0,17,강서구,공항동
ST-2790,3801. 이랜드글로벌R&D센터,126.8347549,37.56719208,31,2,33,강서구,가양1동
ST-2428,3802. 관악구민체육센터,126.9600372,37.47288132,0,1,1,관악구,낙성대동
ST-2614,3803. 남서울중학교,126.9213562,37.48313141,0,1,1,관악구,신사동
ST-2615,3804. 낙성대공원,126.9586182,37.47183609,6,0,6,관악구,낙성대동
ST-2616,3806. 낙성대 교수아파트,126.9576569,37.46895981,3,0,3,관악구,낙성대동
ST-2617,3807. 관악우체국 교차로,126.934372,37.48497391,2,4,6,관악구,은천동
ST-2618,3810. 신봉천주유소 B,126.9584198,37.47888184,0,0,0,관악구,낙성대동
ST-2851,3811.신사로입구,126.9227219,37.48675156,2,0,2,관악구,신사동
ST-2842,3812. KT관악지점,126.9471893,37.48163223,8,4,12,관악구,청룡동
ST-2872,3813. 낙성대역 5번출구,126.9627686,37.47752762,0,0,0,관악구,행운동
ST-2873,3814. 난곡사거리 ,126.9152451,37.48204803,4,1,5,관악구,신사동
ST-2948,3815. 광일빌딩,126.9768372,37.47639847,0,0,0,관악구,남현동
ST-2995,3816. 관악 GSfresh,126.9494171,37.47909164,1,0,1,관악구,청룡동
ST-2996,3818. 은천교회 앞,126.9213867,37.48857117,1,1,2,관악구,신림동
ST-3143,3819. 서울대벤처타운역,126.9339066,37.4722023,3,1,4,관악구,서림동
ST-3166,3820. 은천삼거리,126.9554596,37.48506546,1,0,1,관악구,행운동
ST-3199,"3822.신림4,5동교",126.9246597,37.48531723,9,0,9,관악구,신림동
ST-2541,3853. 어린이대공원역 2번출구,127.074707,37.54764938,24,1,25,광진구,능동
ST-2542,3860. 건국대학교 정문 앞,127.0757141,37.5465126,9,0,9,광진구,화양동
ST-2543,3863. 동일로58길 입구,127.0729752,37.55775452,0,0,0,광진구,군자동
ST-2544,3864. 광진소방서 앞,127.083374,37.5450058,2,0,2,광진구,구의1동
ST-2545,3865. 이튼타워리버 2차,127.0690002,37.53520966,1,0,1,광진구,자양3동
ST-2546,3868. 자양한강도서관,127.0779877,37.52916336,1,1,2,광진구,자양2동
ST-2547,3873. 동서울우편집중국 앞,127.0844727,37.53470993,4,0,4,광진구,자양2동
ST-2548,3878. 장로회신학대학교 주기철 기념관,127.1030273,37.54983902,12,0,12,광진구,광장동
ST-2843,3879. 중랑천 뚝방길 산책로 입구,127.0774765,37.56628036,4,0,4,광진구,중곡3동
ST-2830,3880. 홍련봉 공원,127.0935288,37.54896927,1,0,1,광진구,구의2동
ST-2865,3881. 신자초교입구 교차로,127.0757904,37.53298569,11,1,12,광진구,자양2동
ST-2891,3882. 자양2동 주민센터,127.0846329,37.52879333,1,0,1,광진구,자양2동
ST-3012,3886.광진구 민방위교육센터,127.0980148,37.5391922,1,0,1,광진구,구의3동
ST-3186,3891. 군자역4번출구,127.0810776,37.55681229,1,0,1,광진구,중곡2동
ST-2462,3902. 항동지구5단지 501동 앞,126.8248749,37.47819901,16,0,16,구로구,오류2동
ST-2463,3903. 현대아파트 앞,126.8591766,37.49333954,14,3,17,구로구,개봉2동
ST-2464,3904. 테크노마트 앞,126.8911438,37.50624084,7,4,11,구로구,구로5동
ST-2465,3905. 희훈타워빌 앞,126.8892441,37.50191498,9,0,9,구로구,구로5동
ST-2435,3906. 천왕차량사업소 입구,126.8450165,37.47604752,3,0,3,구로구,오류2동
ST-2559,3907. 신도림7차e편한세상아파트 806동 앞,126.8835373,37.50862503,0,0,0,구로구,신도림동
ST-2753,3908. 오류동 다숲오피스텔 앞,126.8416214,37.49267197,8,1,9,구로구,오류2동
ST-2828,3910. 목양전원교회 앞 로터리,126.8221817,37.48389053,13,2,15,구로구,오류2동
ST-2829,3911. 항동하버리안2단지아파트 후문,126.8224793,37.48337555,21,1,22,구로구,오류2동
ST-2855,3912. 삼호아파트 앞,126.8564682,37.49385834,1,0,1,구로구,개봉2동
ST-2892,3914. 신도림쌍용플래티넘노블아파트 앞,126.891182,37.50126266,9,2,11,구로구,구로5동
ST-2949,3915. 동선아파트 앞,126.8390732,37.49382782,4,0,4,구로구,오류1동
ST-3037,3917. 성공회대학교,126.8247833,37.48859024,9,2,11,구로구,오류2동
ST-2997,3918. 이좋은집오피스텔 앞,126.8418503,37.4949913,17,2,19,구로구,오류1동
ST-3013,3919. 구로역·NC신구로점 버스정류장(구로역 방면),126.88237,37.50096512,4,1,5,구로구,구로5동
ST-3055,3920. 개봉역2번출구 B,126.8576355,37.49539566,3,1,4,구로구,개봉1동
ST-3067,3922. 서울남부교정시설 앞,126.839859,37.47715378,5,0,5,구로구,오류2동
ST-3088,3923. 구로공구상가 앞,126.8770828,37.50075531,3,1,4,구로구,구로2동
ST-3103,3924. 오류동 계림웨스트밸리 앞,126.8296509,37.49090958,5,1,6,구로구,오류2동
ST-3124,3925. 중앙유통단지 앞 B,126.8767853,37.50127029,10,1,11,구로구,구로2동
ST-3182,3927. 구로월드아파트 앞,126.8761902,37.50519562,16,1,17,구로구,구로2동
ST-3195,3928.고척아이파크아파트 106동 앞,126.8609848,37.49801254,3,2,5,구로구,고척1동
ST-3194,3929. 고척아이파크아파트 205동 앞,126.8604584,37.50108719,9,1,10,구로구,고척1동
ST-3189,3930. 온수역 2번 출구 앞,126.8250046,37.49179459,12,0,12,구로구,수궁동
ST-2637,3956. 대륭테크노타운21차 앞,126.8872452,37.46557617,28,4,32,금천구,독산1동
ST-2638,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,126.8934174,37.45739746,6,5,11,금천구,시흥1동
ST-2639,3959. 시흥사거리(시흥동 994-3 앞),126.9004517,37.45415115,17,2,19,금천구,시흥1동
ST-2641,3963. 에이스 하드웨어(시흥대로 396) 앞,126.898262,37.46865845,19,2,21,금천구,독산4동
ST-2642,3966. 독산역1번출구 옆,126.8892059,37.46709442,20,3,23,금천구,독산1동
ST-2893,3967. 혜명양로원 담장 옆(2),126.9137573,37.45191956,7,0,7,금천구,시흥5동
ST-2895,3969. 독산역 롯데캐슬 104동 앞,126.8917542,37.46239853,8,5,13,금천구,독산1동
ST-2910,3970. 시흥4동주민센터 앞,126.9059296,37.45894241,10,0,10,금천구,시흥4동
ST-2911,3971. 순흥안씨묘 건너편,126.9080734,37.45838165,6,0,6,금천구,시흥4동
ST-2912,3972. 산기슭공원 앞,126.9072189,37.46272278,4,0,4,금천구,시흥4동
ST-2913,3973. 독산2동주민센터 앞,126.9035721,37.4632225,3,1,4,금천구,독산2동
ST-2931,3974.  안천중학교,126.8867798,37.45936584,7,3,10,금천구,독산1동
ST-3029,3975.현대시티아울렛 가산,126.8887787,37.47739792,1,2,3,금천구,가산동
ST-2998,3977. 말미사거리,126.8973846,37.46628952,0,0,0,금천구,독산1동
ST-3032,3980. 금천현대홈타운 후문 서부샛길,126.8900375,37.46139526,5,0,5,금천구,독산1동
ST-2932,3983. 금천구청역 1번 출구,126.8943253,37.45703506,7,1,8,금천구,독산1동
ST-2999,3984. 가산롯데아이티캐슬,126.8808365,37.47636795,9,1,10,금천구,가산동
ST-2964,3985. 디폴리스 지식산업센터,126.8768005,37.48017502,16,2,18,금천구,가산동
ST-3196,3986.청년주택 독산동점,126.8928223,37.46754074,12,0,12,금천구,독산1동
ST-2698,4002. 상계주공 14단지 상가 앞,127.0597076,37.66963577,2,0,2,노원구,상계9동
ST-2699,4003. 상계초교 입구 교차로 명주빌딩 앞,127.0665741,37.65680313,0,0,0,노원구,상계2동
ST-2700,4004. 당고개입구오거리 당현천변,127.0755768,37.66260529,1,0,1,노원구,상계3·4동
ST-2701,4005. 중계2차 한화꿈에그린 101동 인근,127.0752564,37.65955734,5,0,5,노원구,중계4동
ST-2702,4007. 노원 을지대학교 병원,127.0696945,37.63666916,8,0,8,노원구,하계1동
ST-2703,4008. 하계 어린이 공원,127.0698242,37.63214493,5,1,6,노원구,하계1동
ST-2704,4009. 월계프라자,127.0521317,37.63284302,4,0,4,노원구,월계2동
ST-2705,4011. 월계 센트럴 아이파크,127.0569305,37.62917328,12,1,13,노원구,월계2동
ST-2706,4013. 중계 롯데마트,127.070755,37.64584351,6,0,6,노원구,중계1동
ST-2707,4014. 당고개역 3번 출구,127.0788422,37.67030334,1,0,1,노원구,상계3·4동
ST-2754,4016. 노원 마들스타디움,127.0574417,37.64530945,6,0,6,노원구,상계6·7동
ST-2708,4017. 월계 청백1단지 아파트 정류장,127.052063,37.63459396,9,1,10,노원구,월계2동
ST-2709,4018. 상계주공15단지 버스정류소,127.056839,37.66782761,2,0,2,노원구,상계9동
ST-2710,4019. 상계주공10단지 버스정류소,127.058197,37.66214371,0,0,0,노원구,상계10동
ST-2711,4020. 중계동 성모빌딩 앞 ,127.0765915,37.65116119,2,1,3,노원구,중계본동
ST-2712,4021. 중계본동 입구,127.083313,37.64426041,5,0,5,노원구,중계본동
ST-2713,4023. 월계역 1번 출구,127.0588684,37.63441086,10,2,12,노원구,월계2동
ST-2714,4024. 꿈의숲 SK뷰 아파트,127.054451,37.62045288,0,0,0,노원구,월계1동
ST-2715,4025. 한천교 동편,127.0701904,37.62533569,6,0,6,노원구,공릉1동
ST-2716,4026. 상계주공1단지아파트,127.0579376,37.64795303,2,0,2,노원구,상계6·7동
ST-2791,4027. 한내 행복발전소 옆,127.0621414,37.62741089,9,1,10,노원구,월계3동
ST-2717,4028. 한일유앤아이아파트 105동 인근,127.0713043,37.65351868,1,1,2,노원구,상계2동
ST-2718,4029. 청소년수련관 후문,127.0604172,37.6396637,8,1,9,노원구,중계2·3동
ST-2729,4031. 청암예술학교 앞,127.0732727,37.65153503,2,0,2,노원구,중계1동
ST-2719,4032. 은행사거리 성모빌딩 앞,127.0770416,37.65149689,3,0,3,노원구,중계본동
ST-2720,4033. 녹천역 4번 출구 옆,127.0519486,37.64292908,9,1,10,노원구,월계2동
ST-2721,4034. 상계근린공원 운동장 앞,127.0501785,37.67099762,5,0,5,노원구,상계1동
ST-2804,4035. 휴플러스 수락한신아파트 101동 앞,127.0594711,37.674366,11,0,11,노원구,상계1동
ST-2792,4036. 하계역 6번출구,127.0671539,37.63793945,6,0,6,노원구,하계1동
ST-2835,4037. 물넘이교,127.0719528,37.65408325,0,0,0,노원구,중계1동
ST-2859,4039. 서울시 북부여성발전센터,127.0621338,37.64304352,4,0,4,노원구,중계2·3동
ST-2861,4040. 공릉로 26길,127.0814667,37.61965561,10,2,12,노원구,공릉2동
ST-2896,4041. 공릉역3번출구,127.0730133,37.62500381,6,1,7,노원구,공릉1동
ST-2914,4042. 상계문화정보도서관,127.0517426,37.67851257,5,0,5,노원구,상계1동
ST-2954,4043. 상계주공13단지 1301동,127.0638886,37.66674042,2,1,3,노원구,상계9동
ST-2955,4044. 공릉산 백세문 입구,127.0854874,37.62812042,1,0,1,노원구,공릉2동
ST-2971,4045. 은하수 공원,127.0440979,37.63000488,5,1,6,노원구,월계2동
ST-2722,4054. 창동한신아파트 버스정류소,127.0352707,37.64601898,4,0,4,도봉구,창2동
ST-2723,4058. 다락원체육공원 전망대 입구,127.0491638,37.69101334,11,0,11,도봉구,도봉2동
ST-2724,4062. 평화도봉공원 주변,127.0427094,37.66252136,2,0,2,도봉구,방학1동
ST-2725,4064. 신창아파트 입구 앞,127.0408249,37.64051056,2,1,3,도봉구,창3동
ST-2726,4065. 창동역 1번출구 앞,127.0492935,37.65373611,5,0,5,도봉구,창4동
ST-2730,4073.방아골종합사회복지관,127.0324326,37.66927338,10,1,11,도봉구,방학2동
ST-2727,4074. 도봉구육아종합지원센터(창동),127.0411606,37.63342667,3,1,4,도봉구,창3동
ST-2549,4076. 도봉통합복지센터 뒤 중랑천 변,127.0512772,37.65999603,11,1,12,도봉구,창4동
ST-2799,4077. 도봉제1교,127.0503845,37.67984772,3,0,3,도봉구,도봉2동
ST-2849,4078. 원당공원 앞,127.0276794,37.65854645,8,0,8,도봉구,방학3동
ST-2967,4080. 창동주공19단지앞 ,127.0522766,37.65250778,3,0,3,도봉구,창4동
ST-3026,4083.도봉아이나라도서관 앞,127.049736,37.65898895,0,0,0,도봉구,창4동
ST-3050,4084. 도봉동실내스포츠센터,127.0504761,37.68125534,1,1,2,도봉구,도봉2동
ST-3091,4086. 도봉로 534,127.0375443,37.6529541,2,1,3,도봉구,창5동
ST-3092,4087. 우이교 교차로,127.031601,37.6432457,6,1,7,도봉구,창2동
ST-3093,4088. 김근태도서관,127.0426331,37.68750763,7,0,7,도봉구,도봉1동
ST-3119,4089. 동부센트레빌 앞,127.0386429,37.66299057,4,0,4,도봉구,방학1동
ST-3175,4090. 녹천교 앞 사거리,127.054596,37.64564514,4,0,4,도봉구,창4동
ST-3172,4091. 방학역2번출구,127.0444183,37.66922379,2,0,2,도봉구,방학1동
ST-3177,4092. 도봉경찰서 교차로,127.053093,37.65265656,1,0,1,도봉구,창4동
ST-3176,4093. 창동동아청솔정문 건너편,127.0499115,37.65703964,3,2,5,도봉구,창4동
ST-3197,4094.도봉여성센터,127.0304565,37.66334915,2,1,3,도봉구,방학3동
ST-2496,4102. 휘경1동주민센터 앞,127.0655594,37.59286499,6,2,8,동대문구,휘경1동
ST-2497,4103. 휘경sk뷰아파트 앞,127.0678177,37.59383774,0,0,0,동대문구,휘경1동
ST-2498,4104. 외대앞역 교차로,127.0645981,37.59436417,4,0,4,동대문구,휘경1동
ST-2499,4105. 서울교통공사사거리 교통섬,127.057991,37.56324005,4,3,7,동대문구,장안1동
ST-2500,4107. 장안동근린공원 입구,127.0718536,37.57739639,21,1,22,동대문구,장안2동
ST-2501,4108. 답십리파크자이아파트 앞,127.0578919,37.5676918,8,3,11,동대문구,답십리2동
ST-2502,4110. 용두롯데캐슬리치아파트 앞,127.0302429,37.57958603,3,0,3,동대문구,용신동
ST-2504,4113. 한국국방연구원 앞,127.0402985,37.59139633,7,0,7,동대문구,청량리동
ST-2560,4114. 휘경여중고삼거리,127.0682755,37.58392334,1,0,1,동대문구,휘경2동
ST-2505,4116. 이문e편한세상아파트 앞,127.0669251,37.60460281,7,0,7,동대문구,이문1동
ST-2506,4117. 휘경119안전센터 앞,127.065361,37.59087372,13,0,13,동대문구,휘경2동
ST-2507,4121. 서울문화재단 앞,127.0336227,37.57130051,8,1,9,동대문구,용신동
ST-2508,4122. 청계9가교차로 앞,127.0299225,37.57014847,17,4,21,동대문구,용신동
ST-2509,4123. 배봉초교 교차로,127.0668945,37.57846832,16,1,17,동대문구,전농2동
ST-2933,4125. 회기역 2-①번출구,127.0595627,37.58945084,11,3,14,동대문구,휘경1동
ST-3155,4128.  종암초등학교 뒤(새울센스빌),127.0319672,37.58265686,1,0,1,동대문구,제기동
ST-3165,4131. 베네스트 오피스텔 앞,127.0317001,37.57817078,9,1,10,동대문구,용신동
ST-3173,4132. 이문삼익아파트 앞,127.0677643,37.5963974,3,1,4,동대문구,이문2동
ST-3198,4133.래미안허브리츠아파트 앞,127.0354538,37.57426071,6,2,8,동대문구,용신동
ST-2649,4152. 상도효성해링턴플레이스,126.9415131,37.50543213,13,3,16,동작구,상도2동
ST-2650,4153. 흑석동효사정앞,126.9612808,37.51120377,1,1,2,동작구,흑석동
ST-2651,4158. 노량진근린공원,126.9285049,37.50680542,2,1,3,동작구,대방동
ST-2652,4162. 노량진1동 청소년독서실,126.9471359,37.50785828,2,1,3,동작구,노량진1동
ST-2653,4167. 구로교 아래,126.9035034,37.48500824,1,0,1,동작구,신대방1동
ST-2654,4169. 신대방삼거리,126.9279785,37.49845505,12,0,12,동작구,신대방2동
ST-2826,4171. 우성아파트 앞,126.9088135,37.49157715,1,0,1,동작구,신대방1동
ST-2827,4173. 중대후문 마을버스정류장,126.9502564,37.50444412,6,2,8,동작구,상도1동
ST-2803,4175. 대방역2번출구,126.9274139,37.51262665,1,0,1,동작구,대방동
ST-3064,4177. 롯데캐슬 101동 앞,126.9459076,37.50157547,0,0,0,동작구,상도2동
ST-3065,4178. 이수성결교회 옆,126.9836884,37.49814987,8,2,10,동작구,사당2동
ST-3105,4179. 보라매병원역 1번출구,126.9238358,37.49308014,5,1,6,동작구,신대방2동
ST-3106,4180. 흑석동주민센터 입구,126.9667358,37.50682831,4,2,6,동작구,흑석동
ST-3117,4181. 보라매공원역 2번출구,126.9178162,37.49582291,5,0,5,동작구,신대방2동
ST-2528,4202. 프런트원(공덕역4번출구 앞),126.9525986,37.54585266,6,0,6,마포구,공덕동
ST-2530,4206. 광흥창역5번출구,126.931633,37.54737854,14,2,16,마포구,서강동
ST-2531,4207. 아만티호텔 앞,126.9188538,37.5573082,2,0,2,마포구,서교동
ST-2532,4208. 스타벅스(동교동) 앞,126.9198685,37.5566597,3,0,3,마포구,서교동
ST-2533,4210. 가좌행복주택 앞,126.9118424,37.56949234,10,1,11,마포구,성산2동
ST-2534,4211. 시석빌딩 앞,126.9167175,37.5483017,10,0,10,마포구,합정동
ST-2535,4212. 한화오벨리스크 앞,126.8815613,37.58332062,3,0,3,마포구,상암동
ST-2536,4213. 마포구중앙도서관 정문 앞,126.9081497,37.56415558,2,4,6,마포구,성산1동
ST-2537,4214. JTBC 앞,126.8901825,37.57730484,7,1,8,마포구,상암동
ST-2874,4216. 망원정 앞,126.9048004,37.5500679,4,1,5,마포구,합정동
ST-2905,4217. 한강공원 망원나들목,126.8968887,37.55557632,18,1,19,마포구,망원1동
ST-2974,4218. 디지털매직스페이스,126.8895798,37.58119965,11,2,13,마포구,상암동
ST-2975,4220. 신촌 청년주택,126.9320374,37.54985428,1,0,1,마포구,서강동
ST-2976,4221. 솔리스타오피스텔(공덕동주민센터),126.9605255,37.55015945,18,1,19,마포구,공덕동
ST-3008,4222. 서울디자인고등학교 앞,126.9467697,37.54568481,12,1,13,마포구,아현동
ST-2977,4224. 서부운전면허시험장,126.882164,37.57892227,12,1,13,마포구,상암동
ST-2978,4226. 마포프레스티지자이 1,126.9466934,37.55152893,10,0,10,마포구,대흥동
ST-2979,4233. 코오롱아파트사거리,126.9214325,37.56303787,1,3,4,마포구,서교동
ST-2980,4234. 에스테반,126.9595184,37.54891968,4,2,6,마포구,공덕동
ST-2981,4238. 상암한샘빌딩앞,126.898674,37.57649231,5,1,6,마포구,상암동
ST-2982,4239. 성산2동 주민센터 ,126.9077988,37.56896973,8,0,8,마포구,성산2동
ST-2983,4240. 아현문화건강센터,126.9514771,37.55235291,6,0,6,마포구,아현동
ST-3017,4244. 당인리발전소 공원 앞,126.9176483,37.54529572,10,0,10,마포구,서강동
ST-3019,4246. 상수역새마을금고,126.9246445,37.54758835,1,0,1,마포구,서강동
ST-3020,4247. 서울서부지방법원등기국앞,126.9547806,37.55184937,0,1,1,마포구,아현동
ST-3021,4248. 신촌 교보빌딩,126.9403458,37.5560112,11,1,12,마포구,대흥동
ST-3022,4251. 공덕역 경의선숲길 커뮤니티센터,126.9537582,37.54161072,8,0,8,마포구,도화동
ST-2561,4253. 홍은도담도서관,126.9491653,37.60169601,7,0,7,서대문구,홍은1동
ST-2897,4255. 래미안 루센티아 아파트 108동 앞,126.91745,37.57515717,1,1,2,서대문구,남가좌2동
ST-2990,4262. 서대문자연사박물관 입구,126.9354401,37.57540131,1,1,2,서대문구,연희동
ST-3033,4264. 홍남교 버스정류장,126.9282761,37.57675552,1,1,2,서대문구,남가좌1동
ST-3034,4265. 안산초등학교 앞,126.952301,37.57987976,4,0,4,서대문구,홍제2동
ST-3027,4266.국민연금공단충정로사옥,126.9641495,37.56184769,3,0,3,서대문구,충현동
ST-3051,4267. 서대문역 2번 출구,126.9660721,37.56599045,1,2,3,서대문구,충현동
ST-3062,4269. 연희IC 남측,126.9282761,37.56355667,5,3,8,서대문구,연희동
ST-3139,4270. 우국한마음 아파트 맞은편,126.9345093,37.57913971,6,0,6,서대문구,남가좌동
ST-3107,4271. 충정로역 1번 출구,126.9630585,37.55942535,0,1,1,서대문구,충현동
ST-3113,4272. 홍남교 사거리,126.9268341,37.57601929,0,1,1,서대문구,홍은2동
ST-3114,4273. 홍연2교 사거리,126.9290619,37.57716751,0,0,0,서대문구,남가좌1동
ST-3140,4274. 신촌 파랑고래 입구,126.9360352,37.55687714,0,0,0,서대문구,신촌동
ST-3202,4275.농협생명본사빌딩 서관,126.9690933,37.56233597,18,0,18,서대문구,미근동
ST-2655,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),127.038887,37.47171783,1,2,3,서초구,양재2동
ST-2656,4304. 서울고앞,127.0073624,37.48339462,0,0,0,서초구,서초동
ST-2657,4305. 서일스포츠센터,127.0222244,37.49801636,3,3,6,서초구,서초4동
ST-2658,4306. 서래공원 앞,127.003479,37.50150681,1,0,1,서초구,반포동
ST-2659,4307. 고투몰 gate 15옆,127.0094528,37.50723267,12,6,18,서초구,반포동
ST-2662,4310. 염곡동(염통골) 입구,127.0486755,37.46220779,2,0,2,서초구,내곡동
ST-2663,4312. 반포미도2차아파트 옆,127.0065308,37.50320435,4,0,4,서초구,반포동
ST-2664,4313. 반포종합운동장,126.9964676,37.49979782,5,3,8,서초구,반포동
ST-2665,4314. 탑성마을 버스정거장 옆,127.0554428,37.45916748,10,0,10,서초구,내곡동
ST-2666,4315. 이투스교육 앞,127.0290527,37.48389053,4,9,13,서초구,서초1동
ST-2667,4316. 고속터미널역 3번출구,127.0059433,37.50365829,5,1,6,서초구,반포동
ST-2668,4317. 양재근린공원,127.0424118,37.47039795,3,1,4,서초구,양재동
ST-2669,4318. 방배역 2번 출구,126.9975891,37.48116684,6,4,10,서초구,방배동
ST-2562,4319. 삼성전자R&D어린이집 뒤,127.021843,37.46559143,4,0,4,서초구,양재1동
ST-2570,4320. 신영체르니 아파트,127.0414429,37.47901154,8,0,8,서초구,양재1동
ST-2853,4322.서울추모공원 입구,127.0428314,37.45429993,6,3,9,서초구,양재2동
ST-2875,4323. 내곡도서관,127.0539169,37.45199966,1,2,3,서초구,내곡동
ST-2934,4324. 세화고등학교,126.9914703,37.50209427,11,0,11,서초구,반포동
ST-3009,4327. 몽마르뜨공원입구,127.0026474,37.4928894,0,4,4,서초구,서초동
ST-2962,4329. SC제일은행 양재동지점 앞,127.0331574,37.48573685,0,0,0,서초구,서초2동
ST-3086,4332. 이수교차로,126.9844818,37.49817276,1,1,2,서초구,방배동
ST-3144,4333. 서울고등학교 건너편,127.0059738,37.48285294,4,2,6,서초구,서초동
ST-3157,4334. 인재개발원 데이터센터,127.0218048,37.4801178,1,3,4,서초구,서초동
ST-3156,4335. 인재개발원 배움관,127.0198517,37.4797554,13,4,17,서초구,서초동
ST-3180,4336. 서울교육청 교육연수원 앞,126.9977722,37.473423,1,5,6,서초구,방배동
ST-3181,4337. 우면산등산로 입구,127.0061112,37.47691727,4,3,7,서초구,방배동
ST-2466,4353. 코오롱디지털타워 3차앞,127.0499878,37.54655838,11,3,14,성동구,성수2가3동
ST-2467,4360. 르노삼성자동차 성수사업소 앞,127.0595779,37.54824448,16,1,17,성동구,성수2가3동
ST-2468,4362. 행당중학교 후문,127.0415497,37.5540123,0,1,1,성동구,사근동
ST-2856,4363. 신금호역 2번출구 앞,127.0198898,37.55507278,0,0,0,성동구,금호2·3가동
ST-2787,4367. kt 행당빌딩 앞,127.0343552,37.55862045,8,2,10,성동구,행당1동
ST-2834,4370. 서울숲IT캐슬 앞,127.044754,37.55141449,7,0,7,성동구,성수1가1동
ST-3002,4373. 서울숲 지식산업센터,127.0484924,37.54127502,3,1,4,성동구,성수1가1동
ST-3003,4377. 우영테크노센터 앞,127.0597153,37.54332352,5,1,6,성동구,성수2가3동
ST-3042,4381. 더스페이스타워 앞,127.0463638,37.55140305,16,2,18,성동구,성수1가1동
ST-3043,4382. 페코텍글로벌허브빌딩 앞,127.0668259,37.54753494,0,2,2,성동구,성수2가3동
ST-3044,4383. 푸조비즈타워 앞,127.0646133,37.54808044,4,1,5,성동구,성수2가3동
ST-3099,4385. 용답동 우체국 주변,127.0615158,37.56168747,8,3,11,동대문구,장안1동
ST-3120,4386. 현대자동차 동부서비스센터 주변,127.0579681,37.546978,4,2,6,성동구,성수2가3동
ST-3121,4387. 성수역 1번출구 주변,127.0533676,37.54555893,6,0,6,성동구,성수2가3동
ST-3136,4388. 하우스디세종타워 앞,127.0533218,37.54644394,16,1,17,성동구,성수2가3동
ST-2731,4406. 장곡초등학교 앞,127.0484467,37.61745453,11,0,11,성북구,장위1동
ST-2793,4408. 돌곶이역 앞,127.0575943,37.61131287,7,0,7,성북구,장위2동
ST-2898,4411. 동산어린이공원 앞,127.0346603,37.60623932,3,1,4,성북구,월곡1동
ST-2935,4414. 안암역 3번 출구,127.0309525,37.58625031,4,0,4,성북구,안암동
